label,log,package
2,[92m *[0m Checking for Zlib... [91m *[0m Configure failed. error was: undefined method `exists?' for File:Class,tupitube
1,cc: error: '-march=native': ISA string must begin with rv32 or rv64 CMake Error at CMakeLists.txt:174 (string):,vectorscan
3,"Failures:  	From test_vim9_script.vim: 	Found errors in Test_reject_declaration(): 	Caught exception in Test_reject_declaration(): Vim(call):E109: Type mismatch; expected list<number> but got list<any> @ command line..script /home/abuild/rpmbuild/BUILD/vim-9.0.1307/src/testdir/runtest.vim[569]..function RunTheTest[52]..Test_reject_declaration[2]..Run_test_reject_declaration[1]..RunVimInTerminal[58]..TermWait[9]..<SNR>272_Exit_cb  line 3",vim
6,make: *** [Makefile:159: all] Error 2,warzone2100
2,CMake Error at src/plugins/CMakeLists.txt:116 (message):    Ruby not found,weechat
2,error: failed to run custom build command for `ring v0.16.20`, wezterm
1,"lj_arch.h:424:2: error: #error ""No target architecture defined""    424 | #error ""No target architecture defined""",wrk
5,c++: fatal error: Killed signal terminated program cc1plus,wyrmgus
4,pki_key.cpp:780:53: error: invalid conversion from 'const dsa_st*' to 'DSA*' {aka 'dsa_st*'} [-fpermissive],xca
4,parse.c:138:10: error: cast increases required alignment of target type [-Werror=cast-align]    138 |   return (XdgDirEntry *)g_array_free (array  FALSE);,xdg-user-dirs-gtk
4,regsmi.h:67:2: error: implicit declaration of function 'outb' [-Werror=implicit-function-declaration] regsmi.h:68:9: error: implicit declaration of function 'inb' [-Werror=implicit-function-declaration],xf86-video-siliconmotion
4,/home/abuild/rpmbuild/BUILD/xmrig-6.18.1/src/crypto/cn/asm/CryptonightR_template.S:6: Error: unknown pseudo-op: `.intel_syntax',xmrig
1,"lj_arch.h:472:2: error: #error ""No target architecture defined""      472 | #error ""No target architecture defined""",xplr
8,Error running (['dpkg-query'  '--showformat=${Version}'  '--show'  'xserver-xorg-video-dummy'] ) {'stdout': -1  'stderr': -1  'universal_newlines': True}: [Errno 2] No such file or directory: 'dpkg-query',xpra
6,make[1]: *** [CMakeFiles/Makefile2:263: CMakeFiles/stage3.dir/all] Error 2 make: *** [Makefile:139: all] Error 2,zig
2,ModuleNotFoundError: No module named 'javapackages',aalto-xml
4,hooklib.c:71:27: error: too many arguments to function 'libreport_get_dirsize_find_largest_dir',abrt
2,ModuleNotFoundError: No module named 'giscanner._giscanner',accountsservice
2,src/hashsum.c:85:3: error: 'GCRY_MD_SM3' undeclared here (not in a function); did you mean 'GCRY_MD_HD'?,aide
2,ModuleNotFoundError: No module named 'giscanner._giscanner',amtk
2,ModuleNotFoundError: No module named 'javapackages',ant-contrib
2,ModuleNotFoundError: No module named 'javapackages',antlr
10,UndeclaredThrowableException: InvocationTargetException: Plugin org.antlr:antlr3-maven-plugin:3.5 or one of its dependencies could not be resolved: Cannot access huaweicloud (https://mirrors.huaweicloud.com/repository/maven/) in offline mode and the artifact org.antlr:antlr3-maven-plugin:jar:3.5 has not been downloaded from it before.,antlr3
2,ModuleNotFoundError: No module named 'javapackages',aopalliance
2,ModuleNotFoundError: No module named 'javapackages',apache-commons-compress
2,ModuleNotFoundError: No module named 'javapackages',apache-commons-configuration
2,ModuleNotFoundError: No module named 'javapackages', apache-commons-digester
2,ModuleNotFoundError: No module named 'javapackages',apache-commons-exec
2,ModuleNotFoundError: No module named 'javapackages',apache-commons-jxpath
2,ModuleNotFoundError: No module named 'javapackages',apache-commons-lang3
2,ModuleNotFoundError: No module named 'javapackages',apache-commons-logging
2,ModuleNotFoundError: No module named 'javapackages',apache-commons-net
2,ModuleNotFoundError: No module named 'javapackages', apache-commons-parent
3,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project commons-pool2: There are test failures.,apache-commons-pool2
2,ModuleNotFoundError: No module named 'six',apache-commons-vfs
7,Job seems to be stuck here  killed. (after 28800 seconds of inactivity),apache-poi
2,[ERROR] /home/abuild/rpmbuild/BUILD/bnd-3.5.0.REL/biz.aQute.bndlib/src/aQute/bnd/testing/TestingLog.java:[11 28] cannot find symbol    symbol:   class Logger    location: package org.osgi.service.log,aqute-bnd
2,ModuleNotFoundError: No module named 'javapackages',args4j
2,ModuleNotFoundError: No module named 'javapackages',arquillian-core
2,ModuleNotFoundError: No module named 'javapackages',assertj-core
2,ModuleNotFoundError: No module named 'javapackages',atinject
2,ModuleNotFoundError: No module named 'giscanner._giscanner',atk
7,Job seems to be stuck here  killed. (after 28800 seconds of inactivity),atlas
5,unexpected fault address 0x220000000084a020 fatal error: fault [signal SIGSEGV: segmentation violation code=0x1 addr=0x220000000084a020 pc=0xf20f0],authz
3,make[2]: *** [Makefile:3065: test-suite.log] Error 1 make[1]: *** [Makefile:3173: check-TESTS] Error 2,automake
2,ModuleNotFoundError: No module named 'javapackages',aws-sdk-java
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel,babel
7,Job seems to be stuck here  killed. (after 28800 seconds of inactivity),batik
2,ModuleNotFoundError: No module named 'javapackages', beust-jcommander
3,Test cases: 103 total  4 skipped  0 expected failures  2 broken  0 failed Total time: 1329.526s R:FAIL:status:1,bind
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel,boom-boot
2,ModuleNotFoundError: No module named 'giscanner._giscanner',brasero
2,ModuleNotFoundError: No module named 'javapackages',bsf
2,ModuleNotFoundError: No module named 'javapackages',buildnumber-maven-plugin
2,ModuleNotFoundError: No module named 'javapackages',byte-buddy
7,"[timeout occurred during error reporting in step """"] after 30 s.",byteman
2,ModuleNotFoundError: No module named 'six',cal10n
2,ModuleNotFoundError: No module named 'six',cbi-plugins
2,ModuleNotFoundError: No module named 'javapackages',cdi-api
6,make: *** [Makefile:146: all] Error 2,ceph
3,Running test 001-keyiread... Files /tmp/runtestsa2apO4 and expected.out differ FAIL,certmonger
2,ModuleNotFoundError: No module named 'javapackages',cglib
2,ModuleNotFoundError: No module named 'javapackages',checkstyle
2,ModuleNotFoundError: No module named 'giscanner._giscanner',cheese
7,Job seems to be stuck here  killed. (after 28800 seconds of inactivity),chrony
2,ModuleNotFoundError: No module named 'yaml',cloud-init
2,ModuleNotFoundError: No module named 'giscanner._giscanner',clutter-gst3
2,ModuleNotFoundError: No module named 'giscanner._giscanner',clutter-gtk
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel,cmake
3,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project CodeNarc: There are test failures.,codenarc
2,ModuleNotFoundError: No module named 'giscanner._giscanner',cogl
2,ModuleNotFoundError: No module named 'giscanner._giscanner',colord
4,container.if:13: Error: duplicate definition of container_runtime_domtrans(). Original definition on 13.,container-selinux
5,make: *** [Makefile:226: all] Segmentation fault (core dumped) ,crash
1,configure.ac:13: error: Autoconf version 2.71 or higher is required,cups
3,TESTFAIL: These test cases failed: 582,curl
2,ModuleNotFoundError: No module named 'javapackages',dain-snappy
1,file /usr/lib64/libasm-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,dconf
1,service/debugger/debugger.go:26:2: found packages native (proc.go) and your_operating_system_and_architecture_combination_is_not_supported_by_delve (support_sentinel.go) in /home/abuild/rpmbuild/BUILD/delve-1.6.0/pkg/proc/native,delve
7,Job seems to be stuck here  killed. (after 28800 seconds of inactivity),derby
2,ModuleNotFoundError: No module named 'giscanner._giscanner',devhelp
1,file /usr/lib64/libasm-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,dhcp
1,Makefile:77: *** unknown architecture  please fix Makefile.  Stop.,dietlibc
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,diffutils
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,djvulibre
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel,dnf
2,ModuleNotFoundError: No module named 'javapackages',dom4j
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,dracut
1,unavailable-dwarf-piece-dw.S: Assembler messages: unavailable-dwarf-piece-dw.S:24: Error: non-constant .uleb128 is not supported,dwz
3,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project easymock: Execution default-test of goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test failed. ConcurrentModificationException,easymock
2,ModuleNotFoundError: No module named 'javapackages',ecj
2,ModuleNotFoundError: No module named 'six', eclipse-license
2,ModuleNotFoundError: No module named 'javapackages',eclipselink-persistence-api
2,ModuleNotFoundError: No module named 'javapackages',ed25519-java
1,cc1: error: unrecognized command-line option ‘-m32’ cc1: error: ‘-march=i586’: ISA string must begin with rv32 or rv64 cc1: error: unrecognized command-line option ‘-malign-double’,edk2
2,"meson.build:287:2: ERROR: Dependency ""luajit"" not found  tried pkgconfig and cmake",efl
2,ModuleNotFoundError: No module named 'javapackages',ehcache-sizeof-agent
1,At least Erlang/OTP 22.0 is required to build Elixir,elixir
2,ModuleNotFoundError: No module named 'giscanner._giscanner',eog
1,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.,erlang-eflame
1,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.,erlang-erlsyslog
1,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.,erlang-erlydtl
1,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.,erlang-getopt
1,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.,erlang-gettext
1,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.,erlang-hamcrest
1,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.,erlang-lfe
1,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.,erlang-meck
1,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.,erlang-mustache
1,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.,erlang-neotoma
1,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21., erlang-proper
1,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.,erlang-protobuffs
1,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.,erlang-rebar
1,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.,erlang-sd_notify
2,ModuleNotFoundError: No module named 'giscanner._giscanner',esc
3, FAIL: TestPause (6.19s)      node_test.go:122: commits failed to converge! FAIL,etcd
2,ModuleNotFoundError: No module named 'giscanner._giscanner',evince
10,[ERROR]     Non-resolvable parent POM for org.atteo:evo-inflector:1.3: Could not transfer artifact org.atteo:parent:pom:1.19 from/to huaweicloud (https://mirrors.huaweicloud.com/repository/maven/): mirrors.huaweicloud.c,evo-inflector
2,ModuleNotFoundError: No module named 'giscanner._giscanner',evolution-data-server
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,exempi
2,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel,extra-cmake-modules
2,configure: error: valgrind requested but <valgrind/memcheck.h> not found.,fabtests
3,make[3]: *** [Makefile:548: test-suite.log] Error 1 make[2]: *** [Makefile:656: check-TESTS] Error 2,fakeroot
2,ModuleNotFoundError: No module named 'giscanner._giscanner',farstream02
2,ModuleNotFoundError: No module named 'javapackages',fasterxml-oss-parent
7,Job seems to be stuck here  killed. (after 28800 seconds of inactivity),fastutil
2,ModuleNotFoundError: No module named 'javapackages',felix-bundlerepository
2,ModuleNotFoundError: No module named 'javapackages',felix-gogo-runtime
2,ModuleNotFoundError: No module named 'javapackages',felix-osgi-obr
2,ModuleNotFoundError: No module named 'javapackages',felix-parent
2,"error: Failed build dependencies: [ 2000s] 	mvn(org.osgi:osgi.cmpn) >= 7.0.0 is needed by felix-scr-2.1.16-1.oe1.noarch",felix-scr
2,ModuleNotFoundError: No module named 'six',felix-shell
2,ModuleNotFoundError: No module named 'javapackages',felix-utils
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,fftw
6,OverflowError: too many digits in integer,file-roller
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,firebird
4,KeyError: None,firefox
2,ModuleNotFoundError: No module named 'giscanner._giscanner',flatpack
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,flink
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,fltk
10,[FATAL] Non-resolvable parent POM for org.apache.flume:flume-parent:1.9.0: Could not transfer artifact org.apache:apache:pom:21 from/to huaweicloud (https://mirrors.huaweicloud.com/repository/maven/): mirrors.huaweicloud.com: Name or service not known and 'parent.relativePath' points at wrong local POM @ line 21  column 11,flume
4,14/43 folks:BluezBackend / individual-retrieval    FAIL             7.41s   killed by signal 5 SIGTRAP,folks
2,ModuleNotFoundError: No module named 'giscanner._giscanner',fonts-tweak-tool
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,foomatic-db
2,ModuleNotFoundError: No module named 'javapackages',fop
2,ModuleNotFoundError: No module named 'six',forbidden-apis
2,ModuleNotFoundError: No module named 'javapackages',forge-parent
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,freetds
2,ModuleNotFoundError: No module named 'javapackages',fusesource-pom
2,ModuleNotFoundError: No module named 'giscanner._giscanner',gcab
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,GConf2
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,gcr
8,error: Directory not found: /home/abuild/rpmbuild/BUILDROOT/gdbus-codegen-glibmm-1.0.0-2.oe1.riscv64/usr/lib/python3.8/site-packages/gdbus_codegen.glibmm-2.99.0-py3.7.egg-info,gdbus-codegen-glibmm
2,ModuleNotFoundError: No module named 'giscanner._giscanner',gdk-pixbuf2
2,ModuleNotFoundError: No module named 'giscanner._giscanner',gdm
2,ModuleNotFoundError: No module named 'giscanner._giscanner',geoclue2
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,geocode-glib
8,g++_old: error: /usr/lib/gcc/riscv64-linux-gnu/9.3.1/crti.o: No such file or directory,geos
2,ModuleNotFoundError: No module named 'javapackages',geronimo-annotation
2,ModuleNotFoundError: No module named 'javapackages',geronimo-jms
2,ModuleNotFoundError: No module named 'javapackages',geronimo-jpa
2,ModuleNotFoundError: No module named 'javapackages',geronimo-jta
2,ModuleNotFoundError: No module named 'javapackages',geronimo-parent-poms
3,make[5]: *** [Makefile:2994: test-suite.log] Error 1 [22199s] make[4]: *** [Makefile:3102: check-TESTS] Error 2,gettext
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,git
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,glade
2,ModuleNotFoundError: No module named 'javapackages',glassfish-annotation-api
2,ModuleNotFoundError: No module named 'javapackages',glassfish-el
3,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project hk2-utils: There are test failures.,glassfish-hk2
2,ModuleNotFoundError: No module named 'six',glassfish-jax-rs-api
2,ModuleNotFoundError: No module named 'javapackages',glassfish-jsp-api
2,ModuleNotFoundError: No module named 'javapackages',glassfish-legal
2,ModuleNotFoundError: No module named 'javapackages',glassfish-master-pom
2,ModuleNotFoundError: No module named 'javapackages',glassfish-servlet-api
3,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project GMetrics: There are test failures.,gmetrics
2,ModuleNotFoundError: No module named 'giscanner._giscanner',gmime30
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,gnome-abrt
2,ModuleNotFoundError: No module named 'giscanner._giscanner',gnome-bluetooth
1,meson.build:47:0: ERROR: Invalid version of dependency  need 'folks' ['>=0.14'] found '0.11.4'.,gnome-contacts
2,ModuleNotFoundError: No module named 'giscanner._giscanner',gnome-desktop3
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,gnome-initial-setup
2,ModuleNotFoundError: No module named 'giscanner._giscanner',gnome-menus
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,gnome-online-accounts
2,ModuleNotFoundError: No module named 'giscanner._giscanner',gnome-shell
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,gnome-themes-standard
2,ModuleNotFoundError: No module named 'encodings',gnu-free-fonts
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,gobject-introspection
2,ModuleNotFoundError: No module named 'giscanner._giscanner',gom
3,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project gson: There are test failures.,google-gson
2,No module named 'nototools',google-noto-emoji-fonts
3,make[2]: *** [Makefile:6951: test-suite.log] Error 1 make[1]: *** [Makefile:7059: check-TESTS] Error 2,gperftools
2,ModuleNotFoundError: No module named 'javapackages',gradle
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,graphite2
2,ModuleNotFoundError: No module named 'giscanner._giscanner',grilo
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,groovy
6,collect2: error: ld returned 1 exit status make[2]: *** [Makefile:7656: grub-rpm-sort] Error 1,grub2
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,grubby
1,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64,gsettings-desktop-schemas
3,FAIL: test,gsl
2,ModuleNotFoundError: No module named 'giscanner._giscanner',gsound
2,ModuleNotFoundError: No module named 'giscanner._giscanner',gssdp
2,ModuleNotFoundError: No module named 'encodings',gssntlmssp
2,ModuleNotFoundError: No module named 'giscanner._giscanner',gstreamer1
2,ModuleNotFoundError: No module named 'encodings',gstreamer1-plugins-bad-free
2,Dependency gstreamer-1.0 found: NO found 1.16.2 but need: '>= 1.19.3',gstreamer1-plugins-good
2,ModuleNotFoundError: No module named 'giscanner._giscanner',gstreamer-plugins-base
2,ModuleNotFoundError: No module named 'giscanner._giscanner',gtk2
2,ModuleNotFoundError: No module named 'giscanner._giscanner',gtk3
2,ModuleNotFoundError: No module named 'giscanner._giscanner',gtksourceview3
2,ModuleNotFoundError: No module named 'giscanner._giscanner',gtksourceview4
2,ModuleNotFoundError: No module named 'giscanner._giscanner',gtk-vnc
2,ModuleNotFoundError: No module named 'javapackages',guava
2,ModuleNotFoundError: No module named 'javapackages',guava20
2,ModuleNotFoundError: No module named 'giscanner._giscanner',gupnp-av
2,ModuleNotFoundError: No module named 'giscanner._giscanner',gupnp-dlna
9,[ERROR] [ERROR] Some problems were encountered while processing the POMs: [ERROR] Unresolveable build extension: Plugin org.apache.felix:maven-bundle-plugin:2.5.0 or one of its dependencies could not be resolved: Failed to read artifact descriptor for org.apache.felix:maven-bundle-plugin:jar:2.5.0 ,Hadoop
9,[ERROR] [ERROR] Some problems were encountered while processing the POMs: [ERROR] Unresolveable build extension: Plugin org.apache.felix:maven-bundle-plugin:2.5.0 or one of its dependencies could not be resolved: Failed to read artifact descriptor for org.apache.felix:maven-bundle-plugin:jar:2.5.0,hadoop-3.1
2,ModuleNotFoundError: No module named 'javapackages',hamcrest
2,ModuleNotFoundError: No module named 'giscanner._giscanner',harfbuzz
2,ModuleNotFoundError: No module named 'javapackages',hawtjni
9,[ERROR] [ERROR] Some problems were encountered while processing the POMs: [ 2464s] [ERROR] Unresolveable build extension: Plugin org.apache.felix:maven-bundle-plugin:2.5.3 or one of its dependencies could not be resolved: Failed to read artifact descriptor for org.apache.felix:maven-bundle-plugin:jar:2.5.3,HdrHistogram
9,[ERROR] Failed to execute goal org.bsc.maven:maven-processor-plugin:2.2.4:process (process) on project hibernate-core: Error executing: error during compilation,hibernate
9,[ERROR] Failed to execute goal org.bsc.maven:maven-processor-plugin:2.2.4:process (process) on project hibernate-core: Error executing: error during compilation,hibernate4
2,ModuleNotFoundError: No module named 'javapackages',hibernate-jpa-2.0-api
10,[FATAL] Non-resolvable parent POM for org.apache.hive:hive:3.1.2: Could not transfer artifact org.apache:apache:pom:18 from/to huaweicloud (https://mirrors.huaweicloud.com/repository/maven/): mirrors.huaweicloud.com: Name or service not known and 'parent.relativePath' points at wrong local POM @ line 17  column 11,hive
10,[ERROR] Failed to execute goal on project hppc-template-processor: Could not resolve dependencies for project com.carrotsearch:hppc-template-processor:maven-plugin:0.7.1: Cannot access huaweicloud (https://mirrors.huaweicloud.com/repository/maven/) in offline mode and the artifact org.antlr:antlr-runtime:jar:3.5.2 has not been downloaded from it before.,hppc
2,ModuleNotFoundError: No module named 'javapackages',hsqldb
3,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project httpasyncclient: There are test failures.,httpcomponents-asyncclient
2,ModuleNotFoundError: No module named 'javapackages',httpcomponents-client
2,ModuleNotFoundError: No module named 'javapackages',httpcomponents-core
8,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory,hunspell-hil
8,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory,hunspell-ia
8,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory,hunspell-is
8,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory,hunspell-nr
8,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory,hunspell-nso
8,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory,hunspell-tl
8,error: #error no intrinsics file,hyperscan
8,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory,hyphen-nl
8,fatal error: asm/types.h: No such file or directory,i40e
8,fatal error: asm/types.h: No such file or directory,iavf
2,ModuleNotFoundError: No module named 'giscanner._giscanner',ibus
2,ModuleNotFoundError: No module named 'gi',ibus-table
2,ModuleNotFoundError: No module named 'javapackages',icu4j
8,cp: cannot stat '/home/abuild/rpmbuild/SOURCES/patch.tar.gz': No such file or directory,isula-build
4,src/github.com/boltdb/bolt/freelist.go:207:7: undefined: maxAllocSize,iSulad-img
2,ModuleNotFoundError: No module named 'javapackages',jackson-bom
3,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project jackson-core: There are test failures.,jackson-core
2,ModuleNotFoundError: No module named 'javapackages',jackson-dataformats-binary
2,ModuleNotFoundError: No module named 'javapackages',jackson-parent
2,ModuleNotFoundError: No module named 'javapackages',jakarta-commons-httpclient
2,ModuleNotFoundError: No module named 'six',janino
2,ModuleNotFoundError: No module named 'javapackages',jansi
2,ModuleNotFoundError: No module named 'javapackages',jansi-native
2,ModuleNotFoundError: No module named 'javapackages',java_cup
2,ModuleNotFoundError: No module named 'javapackages',javacc-maven-plugin
8,Missing makefile.,java-service-wrapper
2,ModuleNotFoundError: No module named 'javapackages',javassist
10,[ERROR] Failed to execute goal on project jaxb2-basics: Could not resolve dependencies for project org.jvnet.jaxb2_commons:jaxb2-basics:jar:0.9.5: Cannot access huaweicloud,jaxb2-common-basics
2,ModuleNotFoundError: No module named 'javapackages',jaxen
3,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project jboss-classfilewriter: There are test failures., jboss-classfilewriter
3,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project jboss-dmr: There are test failures., jboss-dmr
2,ModuleNotFoundError: No module named 'javapackages',jboss-ejb-3.1-api
2,ModuleNotFoundError: No module named 'javapackages',jboss-parent
2,ModuleNotFoundError: No module named 'javapackages',jboss-remoting-jmx
2,ModuleNotFoundError: No module named 'javapackages',jboss-transaction-1.1-api
2,ModuleNotFoundError: No module named 'javapackages',jcifs
2,ModuleNotFoundError: No module named 'javapackages',jcip-annotations
2,ModuleNotFoundError: No module named 'javapackages',jcsp
2,ModuleNotFoundError: No module named 'javapackages',jdeparser2
2,ModuleNotFoundError: No module named 'javapackages',jdom
2,ModuleNotFoundError: No module named 'javapackages',jflex
2,ModuleNotFoundError: No module named 'javapackages',jgit
3,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project jmock: There are test failures.,jmock
3,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project jnr-enxio: There are test failures.,jnr-enxio
2,ModuleNotFoundError: No module named 'javapackages',jnr-ffi
2,ModuleNotFoundError: No module named 'javapackages',jnr-netdb
2,ModuleNotFoundError: No module named 'javapackages',jnr-posix
2,ModuleNotFoundError: No module named 'javapackages',jnr-x86asm
3,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project joda-time: There are test failures.,joda-time
4,[ERROR] /home/abuild/rpmbuild/BUILD/joni-joni-2.1.24/src/org/joni/Lexer.java:[30 30] cannot find symbol [ERROR]   symbol:   class EncodingError,joni
2,ModuleNotFoundError: No module named 'six',jopt-simple
4,line 16: It's not recommended to have unversioned Obsoletes: Obsoletes:      libjose line 33: It's not recommended to have unversioned Obsoletes: Obsoletes:      libjose-devel,jose
7,Job seems to be stuck here  killed. (after 28800 seconds of inactivity),jruby
2,ModuleNotFoundError: No module named 'javapackages',jsch
2,ModuleNotFoundError: No module named 'giscanner._giscanner',json-glib
3,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project json-path: There are test failures.,json-path
